ceo,company_founded,job_title,cb_link,location,primary_organisation
 Vishal Satwara ,1,Founder and CEO,/person/vishal-satwara," Ahmedabad, Gujarat, India", Zybra 
 Samir Shroff ,—,CEO,/person/samir-shroff," Ahmedabad, Gujarat, India", Pronesis Technologies 
 Ramkl Sankaranarayanan ,1,President & CEO,/person/ramkl-sankaranarayanan," Mumbai, Maharashtra, India", Prime Focus Technologies 
 Debraj Shome ,1,Co-Founder & CEO,/person/debraj-shome," Mumbai, Maharashtra, India", MediAngels 
 Prateek Sharma ,1,Co-Founder & CEO,/person/prateek-sharma-931b," Pune, Maharashtra, India", Heelium 
 Bhaskar Chavda ,1,Co-Founder and CEO,/person/bhaskar-chavda," Bangalore, Karnataka, India", myofficecab.in 
 Ameya Hete ,1,Founder and CEO,/person/ameya-hete," Mumbai, Maharashtra, India", XPR Pos+ 
 Shubham Badal ,2,Founder & CEO,/person/shubham-badal," Bangalore, Karnataka, India", CybrHome 
 Sanjay C N ,—,CEO,/person/sanjay-c-n," Hyderabad, Andhra Pradesh, India", La McLean India Pvt. Ltd. 
 Jaison Beli ,1,CEO and Founder,/person/jaison-beli," Delhi, Delhi, India", Varmalla.com 
 Safdhar Adoor ,1,CEO & Founder,/person/safdhar-adoor," Bangalore, Karnataka, India", SteppinOut 
 Mehul Boricha ,2,CEO,/person/mehul-boricha," Ahmedabad, Gujarat, India", Tech Arrival 
 Abhishek Gupta ,1,CEO & MD / Founder,/person/abhishek-gupta-719e," Bangalore, Karnataka, India", Reddonatura 
 Alpana Chhibber ,1,CEO,/person/alpana-chhibber," Delhi, Delhi, India", BrainyDX 
 Neha Sinha ,—,CEO & Co-founder,/person/neha-sinha," Delhi, Delhi, India", Epoch Elder Care 
 Aakash Khatri ,2,Founder and CEO,/person/aakash-khatri," Mumbai, Maharashtra, India", Worlzen 
 Navin Ladha ,2,CEO & Founder,/person/navin-ladha," Kolkata, West Bengal, India", RanceLab 
 M R Shashibhushan ,1,Founder and CEO,/person/m-r-shashibhushan," Bangalore, Karnataka, India", Way2Wealth 
 Siraj Timbaliya ,1,CEO,/person/siraj-timbaliya," Ahmedabad, Gujarat, India", SSTech System 
 Anand Narayan ,1,CEO,/person/anand-narayan," Bangalore, Karnataka, India", Codebrahma 
 Suraj Saste ,2,CEO,/person/suraj-saste," Pune, Maharashtra, India", Aker Foods 
 Aman Sheriff ,1,"Founder, Managing Director, President & CEO",/person/aman-sheriff," Mumbai, Maharashtra, India", Intivion Technologies 
 Shruti Ajmera ,1,Founder & CEO,/person/shruti-ajmera," Mumbai, Maharashtra, India", RentSetGo 
 Swagata Chowdhury ,1,CEO & Founder,/person/swagata-chowdhury," Kolkata, West Bengal, India", Pofco Solution Consultancy Services 
 Abanti Sen ,1,Founder and CEO,/person/abanti-sen," Kolkata, West Bengal, India", BizzmanWeb 
 Reetesh Ranjan ,1,Founder & CEO,/person/reetesh-ranjan," Bangalore, Karnataka, India", Pi Axis Technologies 
 Rajni Ranjan ,1,CO-Founder & CEO,/person/rajni-ranjan," Delhi, Delhi, India", KraftBuy.com 
 Sheshank kumar ,2,Founder & CEO,/person/sheshank-kumar," Bangalore, Karnataka, India", ONI Stays 
 Dipak Samanta ,1,Founder & CEO,/person/dipak-samanta," Pune, Maharashtra, India", iServe Financial 
 Raj Bhatt ,—,CEO,/person/raj-bhatt," Bangalore, Karnataka, India", Knowledge Foundry 
 Sunil Anchal ,1,Founder and CEO,/person/sunil-anchal," Gurgaon, Haryana, India", Arcley Private Limited 
 Hitesh Sharma ,1,Founder & CEO,/person/hitesh-sharma," Gurgaon, Haryana, India", Sahayata Global Assistance P. Ltd. 
 Sunkara Pankaj ,1,"CEO, Co-FOunder",/person/sunkara-pankaj," Delhi, Delhi, India", EVAASTU 
 Kiran Bhivagade ,1,Founder & CEO,/person/kiran-bhivagade," Mumbai, Maharashtra, India", Crispy Games Private Limited 
 Anand Morzaria ,—,CEO,/person/anand-morzaria," Hyderabad, Andhra Pradesh, India", Pennywise Solutions 
 Rahul Ranjan ,1,Founder & CEO,/person/rahul-ranjan-4," Gurgaon, Haryana, India", NEST Education 
 Alok Pandey ,1,Co-founder and CEO,/person/alok-pandey-f44a," Bangalore, Karnataka, India", Tipstat ® 
 Neeraj Ray ,1,Founder & CEO,/person/neeraj-ray," Bangalore, Karnataka, India", KWIK24 
 Nilesh More ,2,Founder & CEO,/person/nilesh-more-2," Pune, Maharashtra, India", cloudmantra 
 Pankaj Chetan ,1,Founder And CEO,/person/pankaj-chetan," Chennai, Tamil Nadu, India", I Love Diamonds 
 Swaroop Chand ,1,CEO,/person/swaroop-chand," Bangalore, Karnataka, India", Lemonop 
 Kunjesh Parihar ,1,Managing Director - CEO,/person/kunjesh-parihar," Delhi, Delhi, India", AdSpace 
 Babuddin Ahmed ,1,Founder & CEO,/person/babuddin-ahmed," Mumbai, Maharashtra, India", Infomanav 
 Santosh Dawara ,1,CEO,/person/santosh-dawara-f1f8," Pune, Maharashtra, India", deAzzle 
 Shri Hari ,1,"Head of Dealing, Founder & CEO",/person/shri-hari," Mumbai, Maharashtra, India", RealEstateDealStreet.com 
 Narendra Yadav ,2,CEO & Founder,/person/narendra-tadav," Mumbai, Maharashtra, India", Aimax Provider 
 Yashwanth B M ,1,Founder & CEO,/person/yashwanth-b-m," Bangalore, Karnataka, India", DesignString Solutions Pvt Ltd 
 Prithvitej Tulluri ,1,Co-Founder and CEO,/person/prithvitej-tulluri," Hyderabad, Andhra Pradesh, India", The Next Big Thing 
 Vivek Naidu ,1,Founder and CEO,/person/vivek-naidu," Chennai, Tamil Nadu, India", Hot Foot 
 Pankaj Gupta ,—,CEO,/person/pankaj-gupta-cdcf," Gurgaon, Haryana, India", Xeliumtech Solutions 
 Shiva Chennu ,1,CEO,/person/shiva-chennu," Hyderabad, Andhra Pradesh, India", ProInf Networks 
 Amit Gupta ,3,Founder and CEO,/person/amit-gupta-6ffe," Noida, Uttar Pradesh, India", YellowPosts 
 Ravi Dugal ,—,CEO & Chairman,/person/ravi-dugal," Pune, Maharashtra, India", Mediawide 
 Rohan Agarwal ,1,Co-Founder & CEO,/person/rohan-agarwal-2," Mumbai, Maharashtra, India", Moneyjar 
 Veerendra Kumar ,—,CEO,/person/veerendra-kumar," Bangalore, Karnataka, India", Advity Infomedia 
 Sumit Gupta ,—,CEO,/person/sumit-gupta-b78b," Lucknow, Uttar Pradesh, India", Running Water Creative Studio 
 Beno John ,—,CEO - India,/person/beno-john," Chennai, Tamil Nadu, India", Made by Fire 
 Sameer Mohanty ,1,Founder and CEO,/person/sameer-mohanty," Pune, Maharashtra, India", Creaxt Inc. 
 J K Arora ,1,ounder and CEO,/person/j-k-arora," Noida, Uttar Pradesh, India", Tradologie.com 
 Sathya Durga ,—,CEO,/person/sathya-durga," Indore, Madhya Pradesh, India", Occams Business Research & Consulting Pvt. Ltd. 
 Sahin Mansuri ,2,CEO,/person/sahin-mansuri," Ahmedabad, Gujarat, India", Perception System 
 Sangeet Satheesan ,1,Founder & CEO,/person/sangeet-satheesan," Bangalore, Karnataka, India", Autochef 
 Mukul Agarwal ,2,CEO (Founder),/person/mukul-agarwal-2," Kolkata, West Bengal, India", UniTerrene WebSoft 
 Sunil Choduary ,1,Business Owner & CEO,/person/sunil-choduary," Ahmedabad, Gujarat, India", IRENE PHARMA 
 Mithun Banerjee ,1,CEO,/person/mithun-banerjee," Kolkata, West Bengal, India", Eclipse TechnoConsulting Global 
 Sayed Zafar Imam ,—,CEO Of SZI Technologies Pvt Ltd,/person/sayed-zafar-imam," Kolkata, West Bengal, India", SZI Technologies Pvt. Ltd. 
 Neil Savant ,2,Founder & CEO,/person/neil-savant," Mumbai, Maharashtra, India", IntuitThings 
 Vishnu Kumar Bhandari ,1,Founder & CEO,/person/vishnu-kumar-bhandari," Kolkata, West Bengal, India", Supertron Electronics 
 Shishir Singh ,3,Co-Founder and CEO,/person/shishir-singh-3," Hyderabad, Andhra Pradesh, India", Sopan Technologies Pvt Ltd 
 Himanshu Sahani ,—,CEO,/person/himanshu-sahani," Bangalore, Karnataka, India", Webbazaar 
 Dippak Khurana ,2,Founder & CEO,/person/dippak-khurana," Mumbai, Maharashtra, India", Vserv 
 Ravi Raghav ,1,Co-Founder and CEO,/person/ravi-raghav," Bangalore, Karnataka, India", Laundrokart 
 Prashant Gulati ,1,"CEO, Co-Founder",/person/prashant-gulati-2," Noida, Uttar Pradesh, India", FreshMonk 
 Prakhar Rastogi ,1,CEO,/person/prakhar-rastogi," Noida, Uttar Pradesh, India", ExamsPlanner 
 Angshuman Bhattacharya ,1,Founder & CEO,/person/angshuman-bhattacharya," Kolkata, West Bengal, India", SIBIA Analytics 
 Arun Mishra ,2,Founder & CEO,/person/arun-mishra," Delhi, Delhi, India", BizBrolly Solutions 
 Shyam Vedantam ,1,Co-Founder & CEO,/person/shyam-vedantam," Bangalore, Karnataka, India", Altiux 
 Rajeswari Kannan ,1,CEO,/person/rajeswari-kannan," Bangalore, Karnataka, India", LensBricks INC 
 Pratik Nayek ,—,CEO,/person/pratik-nayek," Gurgaon, Haryana, India", Hamee India 
 Ankit Singhvi ,1,CEO,/person/ankit-singhvi," Gurgaon, Haryana, India", Mytrah Mobility (MOZEV) 
 Jay Vasdewani ,1,"Founder, CEO, CTO",/person/jay-vasdewani," Ahmedabad, Gujarat, India", Latitude Technolabs Private Limited 
 Manish Kumar ,1,Co-Founder and CEO,/person/manish-kumar-b819," Pune, Maharashtra, India", RealX 
 Bharat Puppala ,1,Co-Founder & CEO,/person/bharat-puppala," Hyderabad, Andhra Pradesh, India", TaxFriday 
 Shashikala Jayadevappa ,1,Co-founder and CEO,/person/shashikala-jayadevappa," Bangalore, Karnataka, India", Elesys InfoTech Services 
 Sekhar Surabhi ,1,Founder and CEO,/person/sekhar-surabhi," Hyderabad, Andhra Pradesh, India", Caliber Technologies 
 Rajesh Vishnani ,1,Founder & CEO,/person/rajesh-vishnani," Ahmedabad, Gujarat, India", Cypher Incorporated 
 Akshay Dekate ,1,CEO,/person/akshay-dekate," Pune, Maharashtra, India", Kontext 
 Vikas Kalra ,1,Co-founder and CEO,/person/vikas-kalra-bf28," Noida, Uttar Pradesh, India", Cetpa Global 
 Gaurav Yadav ,1,CEO & Founder,/person/gaurav-yadav," Bangalore, Karnataka, India", EduAce Services 
 Navin Rajendran ,1,Founder and CEO,/person/navin-rajendran," Bangalore, Karnataka, India", Gamineazy Entertainment 
 sanjeev shenoy ,—,CEO,/person/sanjeev-shenoy," Bangalore, Karnataka, India", Trip On Food 
 Venky Iyer ,1,Founder and CEO,/person/venky-iyer-72e3," Mumbai, Maharashtra, India", Goli Vada Pav Pvt. Ltd. 
 Tamal Mukherjee ,1,"Founder, Director and CEO",/person/tamal-mukherjee-9bcb," Kolkata, West Bengal, India", Little Laureates 
 Neeti Bagla ,—,CEO,/person/neeti-bagla," Noida, Uttar Pradesh, India", PrettyurParty 
 K Vijayananda Reddy ,1,CEO & Co-Founder,/person/k-vijayananda-reddy," Hyderabad, Andhra Pradesh, India", LoanYantra 
 Anubhav Nagar ,—,CEO,/person/anubhav-nagar," Gurgaon, Haryana, India", Mara Group 
 Hussain Fakhruddin ,1,CEO,/person/hussain-fakhruddin-2," Kolkata, West Bengal, India", Teknowledge Software 
 Rangarajan Seshadri ,—,CEO,/person/rangarajan-seshadri," Chennai, Tamil Nadu, India", Neeyamo 
 Parth Patel ,1,Founder & CEO,/person/parth-patel-fa1e," Ahmedabad, Gujarat, India", Digital TechnoLabs 
 Sriram Sekhar ,—,CEO,/person/sriram-sekhar," Chennai, Tamil Nadu, India", Eventjini 
 Nabarun Chakrabortty ,2,Co-Founder & CEO,/person/nabarun-chakrabortty," Hyderabad, Andhra Pradesh, India", Ornativa 
 Sumit Wadhwa ,1,Co-Founder & CEO,/person/sumit-wadhwa," Gurgaon, Haryana, India", Arvene Healthcare 
 Somesh Shah ,1,Founder and CEO,/person/somesh-shah," Pune, Maharashtra, India", Cordnex Technologies 
 Samir Lambay ,1,CEO,/person/samir-lambay," Mumbai, Maharashtra, India", FreightCrate 
 Gaurav Padiyar ,1,Founder & CEO,/person/gaurav-padiyar," Indore, Madhya Pradesh, India", Bingage 
 Jignesh gohel ,1,Founder & CEO,/person/jignesh-gohel," Ahmedabad, Gujarat, India", olbuz 
 Pawas Gupta ,1,CEO & Founder,/person/pawas-gupta-2," Lucknow, Uttar Pradesh, India", Codeable Technologies Pvt. Ltd. 
 Arijit Mazumdar ,1,Founder and CEO,/person/arijit-mazumdar," Bangalore, Karnataka, India", Northmist 
 Shudeep Majumdar ,1,Co-founder and CEO,/person/shudeep-majumdar," Delhi, Delhi, India", Zefmo 
 Sanjay Singh ,1,Founder & CEO,/person/sanjay-singh-6419," Noida, Uttar Pradesh, India", QorQl 
 Naveen Gupta ,1,Founder & CEO,/person/naveen-gupta-5589," Noida, Uttar Pradesh, India", Fuel4Media Technologies Pvt. Ltd 
 Kiran Shah ,1,Co-founder & CEO,/person/kiran-shah-1ba6," Mumbai, Maharashtra, India", MProfit Software 
 Levis W. ,—,CEO,/person/levis-w," Bangalore, Karnataka, India", haloocom 
 Vineet Jain ,1,Founder & CEO,/person/vineet-jain-2," Mumbai, Maharashtra, India", LoanStreet 
 Bergin Azhagesan ,1,Founder and CEO,/person/bergin-azhagesan," Chennai, Tamil Nadu, India", Prakaz Technologies 
 Siddharth Shekhawat ,1,Founder & CEO,/person/siddharth-shekhawat," Mumbai, Maharashtra, India", Engazify 
 Rajveer Nanda ,—,CEO,/person/rajveer-nanda," Mumbai, Maharashtra, India", TOPS Security 
 P K Balasubramanian ,—,CEO,/person/p-k-balasubramanian," Chennai, Tamil Nadu, India", Tebma Shipyards 
 Balaji Jagannathan ,1,"Founder, CEO",/person/balaji-jagannathan," Mumbai, Maharashtra, India", Katabole Technology Venture 
 Mohankumar Swaminathan ,1,Co-founder and CEO,/person/mohankumar-swaminathan," Chennai, Tamil Nadu, India", Do Parttime 
 Sanjay Darbha ,1,Founder & CEO,/person/sanjay-darbha," Hyderabad, Andhra Pradesh, India", PeerLend 
 Shruti Dhanda ,1,Founder & CEO,/person/shruti-dhanda," Noida, Uttar Pradesh, India", Shop To Surprise 
 Rohit Kumar ,1,CEO and Founder,/person/rohit-kumar-7602," Bangalore, Karnataka, India", Times Of Media 
 Subhasis Pradhan ,2,"Founder, M.D, President & CEO",/person/subhasis-pradhan," Chennai, Tamil Nadu, India", Crediblesoft Technology Solutions 
 Sree Unnikrishnan ,1,Founder & CEO,/person/sree-unnikrishnan," Bangalore, Karnataka, India", Design Ventures 
 Swapan Kumar Manna ,3,Founder & CEO,/person/swapan-kumar-manna," Kolkata, West Bengal, India", TechGenyz 
 Vinay Nair ,1,Founder & CEO,/person/vinay-nair-2102," Pune, Maharashtra, India", Aarialife Technologies 
 Gagan Vermani ,1,Founder & CEO,/person/gagan-vermani," Noida, Uttar Pradesh, India", MYSUN 
 Manav Dhanda ,—,Group CEO,/person/manav-dhanda," Mumbai, Maharashtra, India", Sri Adhikari Brothers (SAB Group) 
 Sreekumar Sukumaran ,1,Founder & CEO,/person/sreekumar-s," Bangalore, Karnataka, India", Hobitute Art 
 Hitesh Bhatia ,1,Founder and CEO,/person/hitesh-bhatia," Mumbai, Maharashtra, India", Noodle Play 
 Abhishek Barari ,2,founder and CEO,/person/abhishek-barari," Mumbai, Maharashtra, India", MyCuteOffice 
 Avaneesh Mishra ,1,Co-Founder and CEO,/person/avaneesh-mishra," Noida, Uttar Pradesh, India", MediDoor 
 Amit K Lalit ,1,Founder & CEO,/person/amit-k-lalit," Gurgaon, Haryana, India", myfollo 
 Aakash Gajjar ,1,CEO,/person/aakash-gajjar," Ahmedabad, Gujarat, India", eQuickes 
 Parth Lawate ,—,CEO,/person/parth-lawate," Pune, Maharashtra, India", Techjoomla 
 Nirav Patil ,1,Co-Founder and CEO,/person/nirav-patil," Mumbai, Maharashtra, India", FitPhilia Solutions Private Limited 
 Mahaboob Khan ,1,CEO & Founder,/person/mahaboob-khan," Bangalore, Karnataka, India", Vidgyor 
 Vidya Vellala ,2,Founder & CEO,/person/vidya-vellala," Bangalore, Karnataka, India", Faasthelp 
 Ankur Borwankar ,2,Founder & CEO,/person/ankur-borwankar," Pune, Maharashtra, India", Dictum Media 
 Arjun Chatterjee ,1,Founder & CEO,/person/arjun-chatterjee-f6da," Mumbai, Maharashtra, India", Runtime Solutions 
 Anand N Gowda ,2,"CO-Founder, CEO",/person/anand-n-gowda," Bangalore, Karnataka, India", ParkInHost 
 Hima Kumar Kanuri ,1,CEO and Founder,/person/hima-kumar-kanuri," Hyderabad, Andhra Pradesh, India", eTechSite 
 Ashish Bhutani ,1,Founder and CEO,/person/ashish-bhutani-f36f," Noida, Uttar Pradesh, India", Bhutani Infrastructure 
 Pragnesh Dixit ,1,CEO and Founder,/person/pragnesh-dixit," Ahmedabad, Gujarat, India", TriState Technology LLP 
 Manoj Jain ,1,Founder/CEO,/person/manoj-jain-c9f2," Delhi, Delhi, India", Jain Plastics 
 Siva Kumar ,1,Co-Founder and CEO,/person/siva-kumar-71ff," Chennai, Tamil Nadu, India", FreshDataLabs 
 Ronita Choudhuri ,1,"Co-Founder, CEO",/person/ronita-choudhuri," Delhi, Delhi, India", Armadillo Digital 
 Vipul Mathur ,—,MD and CEO,/person/vipul-mathur-73a1," Mumbai, Maharashtra, India", Welspun Group 
 Sanjeev Bafna ,—,CEO,/person/sanjeev-bafna," Chennai, Tamil Nadu, India", SIVA Group 
 Ashok Anand ,1,Interim CEO,/person/ashok-anand," Chennai, Tamil Nadu, India", Appiyo Technologies 
 Parthasarathy Ravichandran ,—,CEO,/person/parthasarathy-ravichandran," Chennai, Tamil Nadu, India", Expert Solution Technologies 
 Yashraj Bhardwaj ,1,Founder/ CEO,/person/yashraj-bhardwaj," Delhi, Delhi, India", Zenith Vipers 
 Sushana Adurthi ,1,Co-founder and CEO,/person/sushana-adurthi," Chennai, Tamil Nadu, India", CV designer 
 Swaminathan Raman ,1,CEO & Director,/person/swaminathan-raman," Chennai, Tamil Nadu, India", Newcastle Technologies 
 L V Krishnan ,—,CEO,/person/l-v-krishnan," Mumbai, Maharashtra, India", TAM Media Research 
 Waqar Azmi ,1,Founder & CEO,/person/waqar-azmi-2," Mumbai, Maharashtra, India", SutraLite 
 Purushartha Saini ,1,Founder & CEO,/person/purushartha-saini," Mumbai, Maharashtra, India", Aristos Labs 
 Shariq Ahmed ,1,Founder & CEO,/person/shariq-ahmed," Hyderabad, Andhra Pradesh, India", soaron 
 Manoj Nambiar ,1,Founder & CEO,/person/manoj-nambiar," Mumbai, Maharashtra, India", MintWise 
 Anshuman Mishra ,1,CEO & Founder,/person/anshuman-mishra," Delhi, Delhi, India", Loanadda 
 Mittal Patel ,2,Founder & CEO,/person/mittal-patel," Ahmedabad, Gujarat, India", Pragnakalp Techlabs 
 Shyam Sundar Znwar ,1,"CEO, MD & Founder",/person/shyam-sundar-znwar," Mumbai, Maharashtra, India", Alacurity Services 
 Hashid Hameed ,1,"Co-Founder, CEO",/person/hashid-hameed," Bangalore, Karnataka, India", Codilar Technologies 
 Saurabh Chhabra ,1,CEO and Founder,/person/saurabh-chhabra," Noida, Uttar Pradesh, India", DigiDir 
 Kartik Kantharia ,1,Founder and CEO,/person/kartik-kantharia," Mumbai, Maharashtra, India", Dapper Homme 
 Jiggy George ,1,Founder & CEO,/person/jiggy-george," Mumbai, Maharashtra, India", Dream Theater 
 Pratik Jani ,2,CEO,/person/pratik-jani," Mumbai, Maharashtra, India", YUPS 
 Meenakshi Gupta Jain ,1,Founder & CEO,/person/meenakshi-gupta-jain," Mumbai, Maharashtra, India", Helper4U 
 Vinayak Khanijo ,1,Founder & CEO,/person/vinayak-khanijo," Gurgaon, Haryana, India", IStyleYou - Fashion Tech Lab 
 Pallav Modi ,1,Founder & CEO,/person/pallav-modi," Delhi, Delhi, India", IStyleYou - Fashion Tech Lab 
 Sudeshna Adak ,1,CEO & Founder,/person/sudeshna-adak," Bangalore, Karnataka, India", Omix Labs 
 Ganesh Prasad Kumble ,—,CEO,/person/ganesh-prasad-kumble," Bangalore, Karnataka, India", Metagan Technologies 
 Praveen Kumar G ,1,Founder & CEO,/person/praveen-kumar-g," Chennai, Tamil Nadu, India", Franc 
 Umesh Hodar ,1,Founder & CEO,/person/umesh-hodar," Mumbai, Maharashtra, India", VAUCH Information Technology Private Limited 
 Mourya Samson ,1,Founder & CEO,/person/mourya-samson," Chennai, Tamil Nadu, India", IRIS GROUPS 
 Pankaj Arora ,—,CEO,/person/pankaj-arora-3," Chandigarh, Chandigarh, India", Yapapp India Pvt Ltd 
 Gaurav Garg ,1,"Co-founder, CEO",/person/gaurav-garg-4," Bangalore, Karnataka, India", Colorpur 
 Kiran Nataraj ,1,Founder and CEO,/person/kiran-nataraj," Pune, Maharashtra, India", Entrib 
 Arun Yadav ,1,CEO,/person/arun-yadav-3db9," Delhi, Delhi, India", SetMyWed 
 Venu Kondur ,1,CEO,/person/venu-kondur," Bangalore, Karnataka, India", LOBB 
 Akash Goel ,1,Co-Founder & CEO,/person/akash-goel," Mumbai, Maharashtra, India", HandyHome 
 Bhupesh Dhawan ,—,CEO,/person/bhupesh-dhawan," Delhi, Delhi, India", M.B.A. Consulting India Private Limited 
 Vishal Rajani ,1,CEO,/person/vishal-rajani," Bangalore, Karnataka, India", SYNERGOS TECH 
 Venkat Rangan Gopalan ,1,Co-Founder&CEO,/person/venkat-rangan-gopalan," Chennai, Tamil Nadu, India", Market Simplified India Ltd 
 Abhijit Das ,1,CEO and Founder,/person/abhijit-das-8e58," Bangalore, Karnataka, India", Madgeek 
 Gaurav Soni ,1,Co-Founder and CEO,/person/gaurav-soni-bd42," Indore, Madhya Pradesh, India", GAMMASTACK 
 Vikash Samota ,1,Founder and CEO,/person/vikash-samota," Gurgaon, Haryana, India", MultiTV Tech Solution P Ltd 
 Partho Das ,1,Founder and CEO,/person/partho-das," Chennai, Tamil Nadu, India", Lia Infraservices 
 Kurian Joseph ,1,Founder and CEO,/person/kurian-joseph," Noida, Uttar Pradesh, India", Xsort Technologies LLP 
 Vishnu Raghunathan ,1,Co Founder and CEO,/person/vishnu-raghunathan," Mumbai, Maharashtra, India", Lytyfy 
 Abhay Bhatia ,1,Founder & CEO,/person/abhay-bhatia," Mumbai, Maharashtra, India", Procialize Events 
 Deepak Ananth ,1,CEO & Founder,/person/deepak-ananth," Mumbai, Maharashtra, India", ScoutMyTrip 
 Aji Issac Mathew ,1,CEO & Co-Founder,/person/aji-issac-mathew," Kolkata, West Bengal, India", TechShu Consultancy Private Limited 
 Ravindra Jain ,2,CO-Founder and Co-CEO,/person/ravindra-jain-2," Indore, Madhya Pradesh, India", Orion Business Solutions LLC 
 Jamil Akhtar ,1,CEO,/person/jamil-akhtar," Noida, Uttar Pradesh, India", Quikkloan 
 Vivek Chandramohan ,—,CEO,/person/vivek-chandramohan-2ea1," Bangalore, Karnataka, India", Grover Zampa 
